sentence_id,question,Keziah,Kathryn,Karim,Keziah reason,Kathryn reason,Karim reason,article_id,model,dataset,human_salience
10,How many users does the app currently have?,2.0,3,3,answered by sentence 10,This question isn't important to my understadning.,"Don't need to know more about user amount, the statistics given are enought to put it into perspective for the purpose of the article.",3,mistral,diversesumm,2.6666666666666665
10,Is there any information available regarding how many users the app had before its release?,3.0,3,3,does not increase my personal understanding,"This question should be answered through common sense, in that their were no users before the app's release.",Off-topic,3,mistral,diversesumm,3.0
10,What is the definition or meaning of â€˜consumer applicationâ€™?,3.0,0,0,does not increase my personal understanding,This question could give some context to how the app apeals to the general public.,Anchored in sentence 9,3,mistral,diversesumm,1.0
10,What kind of user data does the app collect from its users?,1.0,3,3,unrelated to the article; data and privacy have not been mentioned,This question isn't important to my understadning.,Off topic,3,mistral,diversesumm,2.333333333333333
13,"What does ""ET on ABC"" refer to?",2.0,3,2,can be inferred from the context,This question is answered through common knowledge in that ET stands for Eastern Time on ABC network.,Sentence 12 gives context to answer sentence 13,3,mistral,diversesumm,2.333333333333333
13,"What is the difference between ""ChatGPT"" and ""GPT""?",0.0,0,0,answered by/anchored in sentence 8,This question seems to be anchored in sentence 8.,"Anchored in sentence 8, but misunderstands the context",3,mistral,diversesumm,0.0
13,"What do you mean by ""consumer application""?",0.0,0,0,anchored in sentence 9,This question seems to be anchored in sentence 9.,Anchored in sentence 9,3,mistral,diversesumm,0.0
13,"How much time did it take for ""TikTok"" to reach 10 million monthly active users?",2.0,0,2,answered by sentence 11,This question seems to be anchored in sentence 11.,Answered in sentence 11,3,mistral,diversesumm,1.3333333333333333
13,"What kind of data were used during the development of ""ChatGPT""?",0.0,0,0,anchored in sentence 8,This question seems to be anchored in sentence 8.,Not anchored in sentence 13,3,mistral,diversesumm,0.0
16,"What does ""Artificial General Intelligence"" mean?",3.0,5,2,does not increase my personal understanding,This question is good in understanding how AI needs to develop to become Artificial General Intelligence.,Sentence 16 defines this,3,mistral,diversesumm,3.333333333333333
16,How does GPT-4 contribute to the development of Artificial General Intelligence?,5.0,5,5,asks for more information about the development of AI,This question is good in understanding the developmental progress of AI.,"Asks about new entity introduced, relates to main topic.",3,mistral,diversesumm,5.0
16,"What do you mean by ""powerful threshold""?",2.0,2,2,can be inferred from the context,This question is answered by the anchor sentence.,"Basic term, sentence itself answers it",3,mistral,diversesumm,2.0
16,What kind of power would AI systems have if they cross this threshold?,4.0,5,4,asks for more information about the growing power of AI,This question is good in understanding the potential impact of AI.,"Expands on information provided, could speculate about capabilities",3,mistral,diversesumm,4.333333333333333
16,Why is there a need for regulators and society to be involved in the rollout of ChatGPT?,0.0,0,0,anchored in sentence 6,This question seems to be anchored in sentence 6.,Anchored sentence 6,3,mistral,diversesumm,0.0
4,How much of a price reduction is Lilly implementing for its insulin products?,5.0,4,5,important to understand the price reductions,This question is good for contextualizing how significant the price has dropped.,Asks about Main topic and newly introduced information. ),4,gpt4,diversesumm,4.666666666666667
4,"What factors would prevent all patients from paying less for insulin, even if the price is lowered?",5.0,5,4,explains how the patients may not end up paying less in the long run,This question is good for understanding the obstacles patients face paying for healthcare.,"Expands on information introduced, could go into further detail",4,gpt4,diversesumm,4.666666666666667
4,"Is there a specific reason why Lilly, despite selling about a third of insulin in the U.S., cannot guarantee a lesser price for all patients in the long run?",4.0,4,4,explains how the patients may not end up paying less in the long run,This question is good for understanding the obstacles patients face paying for healthcare.,"Go into further detail, related to main topic",4,gpt4,diversesumm,4.0
4,What are the implications of Lilly's decision for other insulin providers in the United States?,3.0,5,5,does not increase my personal understanding,This question is good for contextualizing the impact of the price drop on the insulin market.,"Expands on information introduced, Can show the impact of Lilly's choices on the rest of the market and influence the narritive",4,gpt4,diversesumm,4.333333333333333
4,How does Lilly's market share of one-third impact their ability to influence insulin prices across the industry?,3.0,5,4,does not increase my personal understanding,This question is good for contextualizing the impact of the price drop on the insulin market.,"Expands on info introduced, related to main topic",4,gpt4,diversesumm,4.0
7,Who are the other major manufacturers that David Ricks is referencing?,4.0,3,3,could explain what other companies are being challenged to lower their prices alongside Lilly,Knowing the names of the other manufacturers isn't important to my understanding.,Don't really need to know names to understand the impact,4,gpt4,diversesumm,3.333333333333333
